asn,peer_count,provider_count,customer_count,sibling_count
262996,63878,1,1,0
56018,63879,0,1,0
8312,63879,0,1,0
55828,63875,3,2,0
62718,63878,0,2,0
15478,63878,0,2,0
31858,63878,0,2,0
23067,63878,0,2,0
56432,63877,0,3,0
57197,63878,0,2,0
30463,63879,0,1,0
268390,63878,0,2,0
21725,63879,0,1,0
32775,63878,0,2,0
30121,63876,1,3,0
60538,63879,0,1,0
40723,63879,0,1,0
43585,63879,0,1,0
266963,63877,0,3,0
42966,63879,0,1,0
393954,63874,3,3,0
263680,63879,0,1,0
11635,63876,0,4,0
18534,63878,0,2,0
395920,63878,0,2,0
202925,63879,0,1,0
9946,63879,0,1,0
14161,63877,0,3,0
19746,63879,0,1,0
51177,63878,0,2,0
39572,63871,4,5,0
7020,63878,0,2,0
135240,63879,0,1,0
44171,63879,0,1,0
58224,63835,39,5,1
17884,63878,0,2,0
52424,63878,0,2,0
26841,63879,0,1,0
47466,63878,0,2,0
138233,63879,0,1,0
203377,63879,0,1,0
8070,63879,0,1,0
18512,63878,0,2,0
31108,63877,0,3,0
268293,63878,0,2,0
265122,63878,0,2,0
23047,63876,1,3,0
48112,63876,2,2,0
19138,63879,0,1,0
48012,63879,0,1,0
54142,63877,0,3,0
53952,63879,0,1,0
50485,63878,0,2,0
21395,63878,0,2,0
266140,63878,0,2,0
22484,63879,0,1,0
52939,63878,0,2,0
203450,63879,0,1,0
53819,63878,0,2,0
13982,63878,0,2,0
8908,63878,0,2,0
38693,63878,0,2,0
47894,63878,1,1,0
48411,63879,0,1,0
46504,63879,0,1,0
327750,63878,0,2,0
11766,63873,4,3,0
14070,63878,0,2,0
134267,63879,0,1,0
41564,63870,5,5,0
202595,63878,0,2,0
36821,63876,0,4,0
4664,63878,0,2,0
137405,63879,0,1,0
54765,63879,0,1,0
49294,63878,0,2,0
136705,63879,0,1,0
203591,63876,0,4,0
36468,63879,0,1,0
48718,63879,0,1,0
136688,63879,0,1,0
200178,63879,0,1,0
27280,63878,0,2,0
18515,63878,0,2,0
263614,63878,0,2,0
50268,63879,0,1,0
57498,63878,0,2,0
264486,63878,0,2,0
201580,63878,0,2,0
