asn,peer_count,provider_count,customer_count,sibling_count
13658,18771,0,7,0
266998,18777,0,1,0
208175,18776,0,2,0
17408,18750,13,15,0
30972,18769,0,9,0
265892,18776,0,2,0
265686,18777,0,1,0
397231,18777,0,1,0
12553,18769,0,9,0
45600,18776,0,2,0
39934,18777,0,1,0
33700,18777,0,1,0
6858,18776,0,2,0
40335,18777,0,1,0
55870,18777,0,1,0
38758,18769,2,7,0
263522,18776,0,2,0
13238,18769,2,7,0
203146,18777,0,1,0
136852,18777,0,1,0
206480,18777,0,1,0
206372,18776,0,2,0
16331,18777,0,1,0
24239,18776,0,2,0
4007,18775,0,3,0
2121,18777,0,1,0
266298,18776,0,2,0
19915,18777,0,1,0
197063,18777,0,1,0
42177,18773,0,5,0
45932,18772,0,6,0
21230,18776,0,2,0
204446,18777,0,1,0
208370,18772,0,6,0
17197,18774,1,3,0
59617,18777,0,1,0
10271,18777,0,1,0
266478,18777,0,1,0
196932,18776,0,2,0
57508,18777,0,1,0
27411,18776,0,2,0
266516,18773,3,2,0
7753,18775,0,3,0
42924,18776,0,2,0
136312,18776,0,2,0
44330,18777,0,1,0
132644,18777,0,1,0
262296,18777,0,1,0
10848,18775,0,3,0
268842,18777,0,1,0
52423,18776,0,2,0
200183,18777,0,1,0
51188,18775,1,2,0
264874,18777,0,1,0
36741,18777,0,1,0
27026,18777,0,1,0
43638,18775,0,3,0
11478,18775,0,3,0
34073,18776,1,1,0
395662,18771,0,7,0
394229,18777,0,1,0
49388,18777,0,1,0
49489,18777,0,1,0
134863,18777,0,1,0
16507,18776,0,2,0
35426,18769,0,9,0
264754,18777,0,1,0
201159,18777,0,1,0
262266,18777,0,1,0
49725,18777,0,1,0
30795,18776,0,2,0
60610,18753,11,14,0
267521,18776,1,1,0
268903,18777,0,1,0
52962,18777,0,1,0
205190,18777,0,1,0
11290,18771,1,6,0
395421,18777,0,1,0
28300,18775,0,3,0
263657,18777,0,1,0
206656,18777,0,1,0
61833,18777,0,1,0
263573,18777,0,1,0
264989,18775,0,3,0
265789,18777,0,1,0
16178,18776,0,2,0
7752,18770,2,6,0
60199,18775,0,3,0
49250,18777,0,1,0
9929,18776,1,1,0
63270,18775,0,3,0
12926,18775,0,3,0
267124,18774,1,3,0
21556,18775,0,3,0
136978,18776,1,1,0
57124,18773,0,5,0
57188,18776,0,2,0
4200000128,18777,0,1,0
61782,18777,0,1,0
34409,18771,0,7,0
8470,18766,6,6,0
34305,18775,1,2,0
62904,18765,0,13,0
46280,18777,0,1,0
397787,18776,0,2,0
393950,18773,0,5,0
16904,18774,0,4,0
53178,18775,2,1,0
41653,18771,0,7,0
209261,18770,0,8,0
137225,18777,0,1,0
206637,18775,0,3,0
199496,18777,0,1,0
15022,18775,0,3,0
264300,18777,0,1,0
15451,18776,0,2,0
328251,18774,0,4,0
204760,18777,0,1,0
48918,18762,8,8,0
