asn,peer_count,provider_count,customer_count,sibling_count
9457,9188,0,1,0
29216,9188,0,1,0
43407,9185,0,4,0
17554,9187,1,1,0
34141,9188,0,1,0
26138,9188,0,1,0
49024,9187,0,2,0
47869,9184,2,3,0
16737,9187,0,2,0
36687,9188,0,1,0
3128,9187,1,1,0
46573,9188,0,1,0
26424,9188,0,1,0
49363,9188,0,1,0
16135,9188,0,1,0
201714,9188,0,1,0
33668,9184,3,2,0
12990,9188,0,1,0
63056,9188,0,1,0
52253,9188,0,1,0
29403,9188,0,1,0
65123,9188,0,1,0
50903,9187,0,2,0
17457,9187,0,2,0
719,9181,7,1,0
36012,9188,0,1,0
199270,9188,0,1,0
57660,9188,0,1,0
393246,9188,0,1,0
31117,9182,4,3,0
30782,9188,0,1,0
59545,9188,0,1,0
15943,9184,0,5,0
8391,9185,2,2,0
55106,9186,0,3,0
33230,9188,0,1,0
19071,9187,0,2,0
12876,9185,0,4,0
47748,9188,0,1,0
42927,9188,0,1,0
16345,9187,0,2,0
8290,9188,0,1,0
39358,9188,0,1,0
59785,9188,0,1,0
47167,9188,0,1,0
198682,9187,0,2,0
60312,9188,0,1,0
23467,9187,0,2,0
22452,9188,0,1,0
11131,9188,0,1,0
9328,9187,0,2,0
16022,9188,0,1,0
61332,9188,0,1,0
43509,9188,0,1,0
559,9180,2,7,0
132106,9188,0,1,0
200130,9186,0,3,0
5605,9186,1,2,0
43160,9188,0,1,0
35475,9188,0,1,0
132437,9188,0,1,0
36726,9188,0,1,0
27720,9186,1,2,0
61032,9188,0,1,0
199883,9188,0,1,0
50156,9186,1,2,0
10566,9187,0,2,0
62993,9188,0,1,0
46174,9188,0,1,0
14988,9187,0,2,0
48991,9188,0,1,0
54763,9188,0,1,0
51877,9188,0,1,0
55684,9188,0,1,0
28274,9187,0,2,0
15474,9188,0,1,0
44993,9188,0,1,0
49621,9188,0,1,0
21840,9188,0,1,0
28986,9187,1,1,0
33703,9188,0,1,0
42061,9187,0,2,0
1299,8804,374,2,9
49770,9188,0,1,0
2586,9185,3,1,0
