asn,peer_count,provider_count,customer_count,sibling_count
21413,16758,17,9,0
199520,16783,0,1,0
42567,16781,0,3,0
132603,16783,0,1,0
266260,16783,0,1,0
198188,16783,0,1,0
8071,16783,0,1,0
3804,16783,0,1,0
34700,16777,3,4,0
36646,16783,0,1,0
8767,16726,37,21,0
263645,16778,5,1,0
37555,16783,0,1,0
7270,16783,0,1,0
264993,16782,0,2,0
27400,16780,0,4,0
15632,16783,0,1,0
132519,16783,0,1,0
41480,16780,0,4,0
7594,16783,0,1,0
31939,16782,0,2,0
61673,16783,0,1,0
11271,16779,2,3,0
265210,16782,0,2,0
7254,16783,0,1,0
210035,16776,0,8,0
44786,16782,0,2,0
264233,16783,0,1,0
12898,16783,0,1,0
266171,16782,0,2,0
263584,16783,0,1,0
36089,16775,0,9,0
43260,16778,5,1,0
203220,16783,0,1,0
8437,16774,8,2,0
133982,16783,0,1,0
132040,16780,3,1,0
200564,16782,0,2,0
394229,16782,0,2,0
52841,16783,0,1,0
135239,16783,0,1,0
135025,16780,1,3,0
12186,16783,0,1,0
267156,16783,0,1,0
37061,16783,0,1,0
11915,16782,0,2,0
54372,16781,0,3,0
48450,16783,0,1,0
21804,16783,0,1,0
12748,16777,0,7,0
25435,16782,0,2,0
30738,16781,0,3,0
11776,16782,0,2,0
8820,16777,2,5,0
36383,16783,0,1,0
42310,16781,0,3,0
11328,16782,0,2,0
199289,16779,0,5,0
395092,16780,0,4,0
39227,16782,0,2,0
47515,16783,0,1,0
49745,16771,2,9,2
44212,16780,0,4,0
396472,16783,0,1,0
44902,16778,2,4,0
31797,16781,0,3,0
2110,16778,3,3,0
48150,16783,0,1,0
24247,16779,2,2,1
52016,16779,0,5,0
20857,16774,0,10,0
44112,16783,0,1,0
200699,16783,0,1,0
46886,16783,0,1,0
8513,16777,0,7,0
48821,16670,110,0,4
30317,16783,0,1,0
12046,16783,0,1,0
61969,16782,0,2,0
9924,16778,4,2,0
198235,16782,0,2,0
9674,16783,0,1,0
265030,16783,0,1,0
57799,16783,0,1,0
59727,16783,0,1,0
136720,16783,0,1,0
28201,16781,2,1,0
135162,16783,0,1,0
46694,16783,0,1,0
266300,16783,0,1,0
32779,16783,0,1,0
6192,16782,0,2,0
262476,16773,8,3,0
24482,16751,9,24,0
29551,16764,7,13,0
53347,16782,0,2,0
60819,16783,0,1,0
205540,16782,1,1,0
52442,16783,0,1,0
50794,16783,0,1,0
5587,16779,1,4,0
206043,16783,0,1,0
268512,16783,0,1,0
21051,16783,0,1,0
201318,16782,0,2,0
31056,16782,0,2,0
34683,16780,1,3,0
395747,16779,0,5,0
52717,16783,0,1,0
15644,16783,0,1,0
133874,16783,0,1,0
19603,16783,0,1,0
264119,16782,0,2,0
29582,16780,2,2,0
267501,16782,0,2,0
28855,16780,0,4,0
132125,16783,0,1,0
13069,16783,0,1,0
29757,16782,0,2,0
395231,16781,0,3,0
64233,16782,0,2,0
41783,16782,1,1,0
16211,16770,0,14,0
50916,16782,0,2,0
34031,16783,0,1,0
19331,16779,1,4,0
577,16748,30,6,0
18604,16783,0,1,0
204228,16783,0,1,0
53934,16783,0,1,0
7764,16782,0,2,0
133398,16782,0,2,0
133840,16779,0,4,1
62731,16779,0,5,0
11495,16783,0,1,0
11013,16782,0,2,0
8373,16781,0,3,0
34772,16773,3,8,0
43251,16783,0,1,0
58649,16783,0,1,0
264524,16782,0,2,0
201832,16782,0,2,0
50816,16783,0,1,0
49037,16778,1,5,0
28027,16783,0,1,0
201175,16783,0,1,0
20928,16782,0,2,0
50554,16783,0,1,0
201502,16782,0,2,0
202807,16783,0,1,0
265851,16783,0,1,0
397212,16783,0,1,0
54115,16783,0,1,0
132264,16783,0,1,0
49272,16782,0,2,0
49489,16781,0,3,0
50821,16779,1,4,0
133287,16783,0,1,0
25486,16782,0,2,0
204005,16783,0,1,0
8068,16782,0,2,0
60708,16783,0,1,0
42455,16775,1,8,0
267295,16783,0,1,0
49223,16780,0,4,0
268389,16783,0,1,0
264992,16783,0,1,0
394882,16783,0,1,0
52142,16782,0,2,0
9600,16783,0,1,0
133301,16782,1,1,0
134575,16783,0,1,0
204302,16783,0,1,0
17514,16781,0,3,0
3379,16783,0,1,0
21500,16782,1,1,0
33458,16783,0,1,0
12672,16783,0,1,0
210215,16783,0,1,0
16234,16782,1,1,0
30095,16783,0,1,0
53242,16779,3,2,0
60299,16780,2,2,0
45727,16777,0,7,0
38355,16783,0,1,0
16796,16783,0,1,0
267933,16783,0,1,0
12531,16776,0,8,0
35260,16783,0,1,0
48640,16783,0,1,0
204055,16782,0,2,0
29203,16783,0,1,0
12853,16782,0,2,0
30340,16780,1,3,0
51407,16781,0,3,0
134697,16782,0,1,1
55488,16783,0,1,0
52145,16783,0,1,0
266177,16781,0,3,0
200739,16782,0,2,0
24278,16781,0,3,0
132615,16783,0,1,0
55898,16783,0,1,0
48446,16783,0,1,0
267219,16782,0,2,0
42926,16781,1,2,0
131893,16783,0,1,0
14382,16782,0,2,0
206884,16783,0,1,0
262282,16782,0,2,0
28150,16782,0,2,0
61583,16783,0,1,0
41352,16782,0,2,0
59819,16783,0,1,0
267335,16783,0,1,0
134743,16783,0,1,0
57656,16782,0,2,0
202640,16783,0,1,0
23661,16783,0,1,0
10158,16777,2,4,1
53085,16783,0,1,0
57633,16782,0,2,0
136019,16781,0,3,0
51349,16781,1,2,0
38157,16783,0,1,0
396568,16783,0,1,0
137366,16782,0,2,0
203148,16782,0,2,0
28812,16782,1,1,0
17726,16780,0,4,0
15116,16783,0,1,0
7226,16779,2,3,0
263538,16783,0,1,0
58208,16778,1,5,0
395846,16782,1,1,0
60051,16782,1,1,0
13535,16783,0,1,0
196967,16782,0,2,0
37356,16782,0,2,0
7151,16782,0,2,0
262271,16782,0,2,0
133345,16783,0,1,0
205119,16783,0,1,0
202064,16783,0,1,0
52890,16783,0,1,0
137813,16782,0,2,0
203784,16783,0,1,0
19355,16783,0,1,0
31621,16778,1,5,0
7385,16746,35,3,0
200486,16783,0,1,0
59469,16772,8,4,0
48654,16783,0,1,0
262908,16781,0,3,0
702,16754,19,11,0
25046,16782,0,2,0
376,16775,3,6,0
50464,16781,0,3,0
134763,16783,0,1,0
53243,16782,0,2,0
44030,16780,0,4,0
43281,16783,0,1,0
201304,16782,0,2,0
1207,16784,0,0,0
265466,16782,0,2,0
202792,16783,0,1,0
132753,16783,0,1,0
59874,16782,0,2,0
56361,16783,0,1,0
52022,16783,0,1,0
64241,16783,0,1,0
395478,16782,0,2,0
202165,16783,0,1,0
38203,16783,0,1,0
22548,16767,12,5,0
40345,16783,0,1,0
264171,16783,0,1,0
49187,16783,0,1,0
263442,16782,0,2,0
207083,16776,0,8,0
8535,16780,0,4,0
27735,16783,0,1,0
50042,16783,0,1,0
61885,16783,0,1,0
268347,16783,0,1,0
11758,16778,4,2,0
31562,16782,0,2,0
24446,16782,0,2,0
43594,16781,0,3,0
265983,16783,0,1,0
203007,16783,0,1,0
31732,16781,0,3,0
137498,16782,1,1,0
30950,16775,4,5,0
35902,16782,0,2,0
199487,16782,0,2,0
17457,16782,1,1,0
8368,16772,2,10,0
35739,16782,0,2,0
36692,16767,0,17,0
263917,16783,0,1,0
131910,16782,0,2,0
23278,16783,0,1,0
47176,16778,2,4,0
19584,16783,0,1,0
58516,16782,0,2,0
19116,16783,0,1,0
135646,16783,0,1,0
33503,16783,0,1,0
267036,16783,0,1,0
49560,16783,0,1,0
201718,16783,0,1,0
23398,16783,0,1,0
54945,16783,0,1,0
11835,16779,3,2,0
19024,16773,7,4,0
203553,16783,0,1,0
28771,16783,0,1,0
266114,16782,0,2,0
62663,16781,1,2,0
28670,16783,0,1,0
203410,16783,0,1,0
263487,16782,0,2,0
266446,16783,0,1,0
61810,16783,0,1,0
27686,16783,0,1,0
395732,16782,0,2,0
61638,16783,0,1,0
266409,16783,0,1,0
135636,16783,0,1,0
202068,16783,0,1,0
265887,16783,0,1,0
15456,16772,1,11,0
134663,16782,0,2,0
201391,16783,0,1,0
204779,16782,0,2,0
11385,16781,0,3,0
262821,16783,0,1,0
13178,16772,7,5,0
263151,16783,0,1,0
36920,16783,0,1,0
202044,16783,0,1,0
61244,16773,0,11,0
134806,16783,0,1,0
51744,16780,1,3,0
39489,16781,0,3,0
8745,16783,0,1,0
42608,16782,0,2,0
43595,16783,0,1,0
33695,16779,2,3,0
19554,16783,0,1,0
49820,16777,0,7,0
393706,16783,0,1,0
136515,16783,0,1,0
263462,16782,0,2,0
267070,16782,0,2,0
15991,16783,0,1,0
50564,16783,0,1,0
57068,16783,0,1,0
265168,16783,0,1,0
28848,16783,0,1,0
8757,16777,0,7,0
54990,16783,0,1,0
394028,16782,0,2,0
6306,16783,0,1,0
267585,16783,0,1,0
34304,16781,0,3,0
133660,16783,0,1,0
266344,16782,0,2,0
19149,16782,0,2,0
263011,16783,0,1,0
45294,16781,0,3,0
29396,16757,7,20,0
63314,16782,0,2,0
265953,16783,0,1,0
64067,16782,0,2,0
198538,16782,0,2,0
19780,16783,0,1,0
57059,16783,0,1,0
34442,16778,0,6,0
265494,16783,0,1,0
49779,16779,0,5,0
263415,16782,0,2,0
265053,16780,1,3,0
271,16774,6,4,0
266762,16783,0,1,0
262734,16781,0,3,0
16531,16783,0,1,0
38772,16783,0,1,0
49776,16783,0,1,0
18547,16783,0,1,0
22140,16782,0,2,0
47523,16781,0,3,0
131090,16783,0,1,0
8440,16783,0,1,0
32860,16782,1,1,0
202164,16783,0,1,0
8769,16780,0,4,0
61499,16782,0,2,0
61868,16783,0,1,0
264525,16782,0,2,0
134503,16783,0,1,0
50560,16783,0,1,0
210020,16776,0,8,0
18592,16783,0,1,0
51941,16781,0,3,0
17169,16783,0,1,0
267551,16783,0,1,0
137566,16782,0,2,0
3671,16783,0,1,0
2688,16782,0,2,0
17974,16783,0,1,0
62040,16780,0,4,0
9700,16780,2,2,0
11990,16781,0,3,0
16814,16778,4,2,0
61703,16783,0,1,0
268642,16783,0,1,0
9100,16779,0,5,0
3693,16783,0,1,0
203405,16782,0,2,0
328021,16783,0,1,0
135330,16782,1,1,0
40548,16783,0,1,0
8551,16740,19,25,0
29243,16782,0,2,0
24973,16780,0,4,0
200542,16783,0,1,0
30122,16783,0,1,0
57517,16782,0,2,0
65001,16783,0,1,0
265274,16783,0,1,0
31270,16783,0,1,0
27978,16780,1,3,0
205969,16783,0,1,0
1217,16783,0,1,0
32109,16783,0,1,0
262802,16781,1,2,0
262157,16783,0,1,0
44099,16783,0,1,0
198657,16783,0,1,0
54483,16781,0,3,0
264002,16783,0,1,0
200836,16783,0,1,0
265307,16783,0,1,0
55843,16782,0,2,0
132246,16782,1,1,0
34326,16783,0,1,0
58451,16782,0,2,0
21476,16773,0,11,0
24708,16782,0,2,0
29682,16782,0,2,0
56434,16783,0,1,0
203226,16782,0,2,0
132280,16779,4,1,0
26105,16780,2,2,0
198610,16782,0,2,0
57407,16774,0,10,0
205476,16782,0,2,0
132347,16782,1,1,0
202898,16782,0,2,0
33660,16776,6,2,0
22751,16783,0,1,0
29886,16783,0,1,0
8470,16777,2,5,0
57607,16782,0,2,0
131772,16783,0,1,0
3186,16781,0,3,0
30045,16783,0,1,0
264900,16782,0,2,0
8326,16783,0,1,0
23177,16783,0,1,0
31959,16783,0,1,0
33828,16782,0,2,0
13332,16783,0,1,0
137726,16783,0,1,0
45766,16783,0,1,0
197099,16781,0,3,0
6713,16780,1,3,0
30931,16780,0,4,0
10230,16783,0,1,0
62214,16780,1,3,0
10103,16779,3,2,0
198694,16783,0,1,0
265892,16783,0,1,0
9189,16777,0,7,0
35205,16771,0,13,0
31319,16770,0,14,0
52304,16779,0,5,0
28227,16783,0,1,0
197301,16782,0,2,0
264502,16782,0,2,0
200846,16782,0,2,0
11724,16783,0,1,0
34612,16783,0,1,0
36504,16783,0,1,0
3495,16782,0,2,0
39912,16763,13,8,0
34863,16764,1,19,0
20295,16783,0,1,0
24101,16783,0,1,0
58326,16783,0,1,0
40579,16782,0,2,0
2900,16783,0,1,0
264756,16783,0,1,0
51742,16783,0,1,0
8585,16783,0,1,0
262379,16783,0,1,0
28236,16783,0,1,0
52848,16783,0,1,0
45335,16783,0,1,0
15739,16782,1,1,0
15698,16783,0,1,0
50007,16783,0,1,0
200334,16755,25,1,3
60380,16783,0,1,0
61894,16782,0,2,0
15570,16776,4,4,0
7298,16782,1,1,0
42649,16777,1,6,0
29226,16764,14,6,0
22787,16772,0,12,0
18024,16783,0,1,0
200363,16783,0,1,0
327770,16783,0,1,0
38143,16783,0,1,0
38193,16761,14,9,0
6653,16781,0,3,0
14210,16780,0,4,0
21321,16775,1,8,0
59971,16782,0,2,0
59626,16783,0,1,0
62488,16782,0,2,0
12817,16783,0,1,0
48072,16782,0,2,0
8402,16780,0,4,0
206374,16782,0,2,0
13428,16783,0,1,0
43928,16783,0,1,0
204056,16783,0,1,0
63242,16777,2,5,0
47405,16783,0,1,0
136966,16783,0,1,0
51299,16782,0,2,0
8457,16783,0,1,0
267380,16780,1,3,0
8878,16771,0,13,0
50419,16783,0,1,0
19945,16782,0,2,0
24439,16783,0,1,0
61886,16783,0,1,0
45147,16762,17,5,0
262672,16782,0,2,0
52869,16783,0,1,0
4672,16782,0,2,0
36198,16782,0,2,0
199327,16782,0,2,0
197164,16782,0,2,0
49063,16768,11,5,0
683,16783,0,1,0
263322,16783,0,1,0
263949,16783,0,1,0
27205,16783,0,1,0
15806,16781,0,3,0
204052,16782,0,2,0
44754,16783,0,1,0
52392,16783,0,1,0
41313,16763,8,13,0
11924,16780,1,3,0
31490,16782,0,2,0
200639,16779,0,5,0
56515,16780,0,4,0
35873,16782,0,2,0
262366,16783,0,1,0
22827,16783,0,1,0
328206,16782,0,2,0
19692,16782,0,2,0
2598,16783,0,1,0
13189,16777,1,6,0
266355,16781,0,3,0
49138,16783,0,1,0
266445,16781,0,3,0
4651,16751,15,18,0
262877,16783,0,1,0
10886,16770,5,9,0
58504,16783,0,1,0
198904,16783,0,1,0
263283,16782,0,2,0
263880,16781,1,2,0
16099,16783,0,1,0
37235,16783,0,1,0
64072,16783,0,1,0
2485,16780,0,4,0
267385,16781,2,1,0
12976,16782,0,2,0
4785,16780,0,4,0
62105,16781,0,3,0
43722,16783,0,1,0
199935,16783,0,1,0
48989,16783,0,1,0
52015,16782,0,2,0
10115,16783,0,1,0
61337,16775,0,9,0
27611,16781,0,3,0
199438,16783,0,1,0
23902,16782,0,2,0
135923,16783,0,1,0
203046,16783,0,1,0
396881,16783,0,1,0
16942,16781,1,2,0
9764,16782,0,1,1
5507,16782,0,2,0
11084,16782,0,2,0
28902,16783,0,1,0
28366,16782,0,2,0
198177,16783,0,1,0
46650,16780,3,1,0
28213,16781,0,3,0
23678,16779,1,4,0
21159,16781,0,3,0
200931,16782,0,2,0
21409,16778,1,5,0
25861,16783,0,1,0
206170,16783,0,1,0
22925,16776,2,6,0
394625,16780,1,3,0
49492,16779,0,5,0
4270,16767,14,3,0
28131,16782,0,2,0
57653,16778,0,6,0
22565,16783,0,1,0
48635,16764,6,14,0
134394,16783,0,1,0
53338,16780,0,4,0
197540,16777,0,7,0
27891,16783,0,1,0
55391,16779,1,4,0
15009,16782,0,2,0
54646,16782,0,2,0
265078,16783,0,1,0
6071,16782,0,2,0
12942,16783,0,1,0
206551,16781,0,3,0
206139,16782,0,2,0
131486,16782,0,2,0
65003,16783,0,1,0
195,16782,1,1,0
59861,16783,0,1,0
135524,16783,0,1,0
25780,16780,0,4,0
210090,16782,0,2,0
62410,16782,0,2,0
10996,16782,0,2,0
28717,16779,3,2,0
60741,16783,0,1,0
205673,16783,0,1,0
206423,16783,0,1,0
28591,16782,0,2,0
206597,16782,0,2,0
200303,16777,0,7,0
59256,16783,0,1,0
264821,16783,0,1,0
198337,16783,0,1,0
54075,16783,0,1,0
266521,16781,0,3,0
24603,16783,0,1,0
137204,16783,0,1,0
42221,16781,0,3,0
264534,16783,0,1,0
55185,16783,0,1,0
24848,16783,0,1,0
204826,16783,0,1,0
13004,16773,6,5,0
60140,16782,0,2,0
199848,16783,0,1,0
60982,16782,0,2,0
134597,16783,0,1,0
33824,16781,0,3,0
202016,16783,0,1,0
198930,16774,0,10,0
54297,16783,0,1,0
62002,16783,0,1,0
49237,16780,0,4,0
9351,16783,0,1,0
262806,16783,0,1,0
9607,16778,3,3,0
264016,16783,0,1,0
6428,16782,0,2,0
63920,16782,0,2,0
10012,16783,0,1,0
16589,16783,0,1,0
22335,16782,1,1,0
48460,16783,0,1,0
56511,16780,1,3,0
13857,16781,1,2,0
49638,16782,0,2,0
206128,16783,0,1,0
48011,16783,0,1,0
