asn,peer_count,provider_count,customer_count,sibling_count
4678,447,0,2,0
8426,448,0,1,0
26415,448,0,1,0
12355,448,0,1,0
3292,446,2,1,0
29678,448,0,1,0
31479,448,0,1,0
8472,445,3,1,0
2044,448,0,1,0
4713,447,1,1,0
6509,446,1,2,0
5539,437,9,3,0
553,448,0,1,0
4555,443,4,2,0
2614,448,0,1,0
8514,448,0,1,0
4618,448,0,1,0
3662,448,0,1,0
7521,448,0,1,0
10015,448,0,1,0
15444,432,15,2,0
11537,431,14,1,3
4736,448,0,1,0
25560,448,0,1,0
18592,448,0,1,0
24875,448,0,1,0
25358,445,3,1,0
4675,448,0,1,0
3825,448,0,1,0
1916,448,0,1,0
25232,448,0,1,0
16713,448,0,1,0
7065,448,0,1,0
12931,448,0,1,0
7610,448,0,1,0
15623,448,0,1,0
3243,448,0,1,0
31508,448,0,1,0
6661,448,0,1,0
13,448,0,1,0
6175,422,23,3,1
5602,448,0,1,0
21155,448,0,1,0
29216,447,1,1,0
8469,448,0,1,0
17832,441,6,1,1
24136,448,0,1,0
2847,448,0,1,0
209,448,0,1,0
1853,438,10,1,0
790,448,0,1,0
13129,448,0,1,0
12767,448,0,1,0
9416,448,0,1,0
24776,448,0,1,0
1275,447,1,1,0
12312,448,0,1,0
7684,448,0,1,0
17715,444,4,1,0
8111,449,0,0,0
21221,448,0,1,0
4589,446,1,2,0
9112,446,1,2,0
6830,419,26,4,0
4702,448,0,1,0
8554,448,0,1,0
15180,447,1,1,0
25152,448,0,1,0
5424,448,0,1,0
6163,448,0,1,0
4717,448,0,1,0
8121,447,1,1,0
293,445,0,2,2
24152,448,0,1,0
9619,448,0,1,0
9622,448,0,1,0
20900,448,0,1,0
2497,437,10,2,0
30653,448,0,1,0
29377,448,0,1,0
2110,444,2,2,1
17527,448,0,1,0
23787,448,0,1,0
18083,448,0,1,0
786,444,3,1,1
8560,448,0,1,0
9316,448,0,1,0
24252,448,0,1,0
2594,448,0,1,0
378,448,0,1,0
5466,448,0,1,0
15469,448,0,1,0
8657,448,0,1,0
12638,448,0,1,0
5693,448,0,1,0
13272,448,0,1,0
31383,448,0,1,0
5410,448,0,1,0
9505,447,1,1,0
6730,446,1,2,0
8758,447,1,1,0
17522,448,0,1,0
10013,448,0,1,0
12779,447,1,1,0
4795,448,0,1,0
1759,448,0,1,0
10764,447,1,1,0
1221,445,2,2,0
12611,448,0,1,0
13110,443,3,3,0
25492,448,0,1,0
1752,412,34,3,0
1955,446,2,1,0
1299,442,5,1,1
12859,447,1,1,0
12731,448,0,1,0
6696,448,0,1,0
28855,448,0,1,0
3425,444,2,1,2
4725,430,18,1,0
3758,448,0,1,0
7670,448,0,1,0
20473,448,0,1,0
376,448,0,1,0
12956,447,0,2,0
33018,448,0,1,0
16245,448,0,1,0
13193,443,3,3,0
15600,448,0,1,0
10204,447,1,1,0
7516,448,0,1,0
1897,448,0,1,0
109,440,8,1,0
20080,446,2,1,0
15440,448,0,1,0
278,447,1,1,0
14277,448,0,1,0
6435,445,2,2,0
23609,448,0,1,0
9264,442,3,4,0
29632,448,0,1,0
23774,448,0,1,0
9583,448,0,1,0
1257,445,1,3,0
9196,448,0,1,0
12337,448,0,1,0
12634,448,0,1,0
1248,448,0,1,0
13944,441,6,2,0
8267,447,0,0,2
1717,447,1,1,0
20718,448,0,1,0
20495,448,0,1,0
12968,446,2,1,0
3265,448,0,1,0
4788,448,0,1,0
3557,446,2,1,0
7687,448,0,1,0
5669,446,2,1,0
7660,441,4,1,3
12657,448,0,1,0
12371,448,0,1,0
17419,447,1,1,0
29208,448,0,1,0
8565,448,0,1,0
8501,446,2,1,0
4721,448,0,1,0
18306,448,0,1,0
21193,448,0,1,0
2819,448,0,1,0
2895,448,0,1,0
15919,448,0,1,0
17511,448,0,1,0
8319,448,0,1,0
5417,448,0,1,0
1103,445,3,1,0
20312,448,0,1,0
20745,448,0,1,0
1798,448,0,1,0
12414,448,0,1,0
5397,448,0,1,0
15296,449,0,0,0
21119,448,0,1,0
4777,446,1,2,0
21385,448,0,1,0
8002,448,0,1,0
29629,448,0,1,0
8708,448,0,1,0
6062,448,0,1,0
9758,448,0,1,0
25538,448,0,1,0
6706,448,0,1,0
20704,448,0,1,0
2107,448,0,1,0
15589,439,9,1,0
16265,448,0,1,0
