asn,peer_count,provider_count,customer_count,sibling_count
55353,12776,0,1,0
8302,12773,0,4,0
8304,12768,2,7,0
61174,12775,0,2,0
27839,12776,0,1,0
203800,12776,0,1,0
9246,12774,0,3,0
7861,12775,1,1,0
42886,12776,0,1,0
60299,12776,0,1,0
7871,12776,0,1,0
201702,12775,0,2,0
20860,12762,9,6,0
24489,12775,1,1,0
8781,12761,5,11,0
16880,12773,0,4,0
132933,12775,1,1,0
53182,12776,0,1,0
61950,12776,0,1,0
5396,12775,0,2,0
196674,12775,0,2,0
9044,12771,1,5,0
21688,12774,1,2,0
43012,12776,0,1,0
47583,12773,0,4,0
60086,12776,0,1,0
198545,12772,1,4,0
62222,12776,0,1,0
38529,12776,0,1,0
6167,12770,1,6,0
207028,12775,0,2,0
199422,12774,1,1,1
45186,12775,0,2,0
45474,12774,0,3,0
53691,12776,0,1,0
30539,12774,0,3,0
6774,12762,6,9,0
15083,12775,0,2,0
57692,12775,0,2,0
56059,12776,0,1,0
395089,12776,0,1,0
264285,12776,0,1,0
44133,12776,0,1,0
63528,12774,1,2,0
25829,12776,0,1,0
264359,12776,0,1,0
197430,12775,0,2,0
201494,12776,0,1,0
51083,12772,0,5,0
16175,12770,3,4,0
47269,12776,0,1,0
12831,12772,3,2,0
12374,12775,0,2,0
11694,12776,0,1,0
28000,12773,2,2,0
52920,12775,0,2,0
44764,12775,0,2,0
33848,12775,0,2,0
32939,12774,0,3,0
8283,12767,1,9,0
61981,12776,0,1,0
40824,12775,1,1,0
47089,12776,0,1,0
262484,12776,0,1,0
35366,12771,0,6,0
30325,12776,0,1,0
43646,12771,1,5,0
263968,12774,1,2,0
8978,12774,0,3,0
14,12775,0,2,0
4610,12775,1,1,0
264316,12776,0,1,0
31921,12775,0,2,0
50655,12776,0,1,0
51695,12776,0,1,0
198047,12773,0,4,0
49544,12744,20,13,0
34564,12775,0,2,0
29084,12776,0,1,0
59970,12775,0,2,0
29141,12773,0,4,0
200925,12775,0,2,0
10480,12775,0,2,0
264711,12776,0,1,0
52807,12776,0,1,0
12857,12776,0,1,0
31163,12776,0,1,0
12876,12769,0,8,0
204028,12776,0,1,0
43576,12774,1,2,0
19611,12776,0,1,0
49770,12776,0,1,0
38258,12775,0,2,0
26464,12773,0,4,0
393423,12773,2,2,0
16478,12775,0,2,0
28264,12774,1,2,0
59802,12776,0,1,0
12093,12775,0,2,0
263080,12773,3,1,0
4635,12712,62,2,1
36421,12776,0,1,0
263325,12776,0,1,0
57423,12776,0,1,0
197415,12775,0,2,0
43711,12775,1,1,0
30738,12775,0,2,0
12234,12776,0,1,0
56110,12776,0,1,0
38712,12776,0,1,0
134358,12776,0,1,0
200542,12776,0,1,0
61894,12775,0,2,0
6672,12775,0,2,0
197662,12776,0,1,0
199973,12775,0,2,0
27882,12776,0,1,0
43460,12776,0,1,0
24139,12776,0,1,0
200836,12776,0,1,0
203194,12776,0,1,0
12597,12771,2,4,0
6855,12771,4,2,0
59715,12775,0,2,0
51200,12776,0,1,0
768,12758,18,1,0
9186,12773,2,1,1
378,12776,0,1,0
18007,12775,1,1,0
44628,12776,0,1,0
53292,12773,2,2,0
29488,12774,0,3,0
52511,12776,0,1,0
15734,12772,0,5,0
45950,12776,0,1,0
20853,12772,0,5,0
60142,12775,0,2,0
9976,12776,0,1,0
10834,12774,2,1,0
265346,12776,0,1,0
395378,12776,0,1,0
18973,12775,0,2,0
44134,12776,0,1,0
200430,12776,0,1,0
17183,12776,0,1,0
327821,12776,0,1,0
31572,12776,0,1,0
63442,12775,0,2,0
53902,12773,0,4,0
54563,12776,0,1,0
198403,12776,0,1,0
40328,12775,0,2,0
16171,12774,0,3,0
204138,12776,0,1,0
37363,12775,0,2,0
22927,12761,15,1,0
38143,12776,0,1,0
11696,12776,0,1,0
36280,12774,1,2,0
4693,12775,0,2,0
264509,12773,2,2,0
203354,12776,0,1,0
56554,12776,0,1,0
37492,12776,0,1,0
11706,12775,0,2,0
11328,12775,0,2,0
20940,12673,1,100,3
43350,12759,7,11,0
28039,12776,0,1,0
3801,12776,0,1,0
262848,12776,0,1,0
112,12768,0,9,0
35699,12772,1,4,0
200134,12776,0,1,0
201193,12776,0,1,0
199332,12775,0,2,0
64426,12776,0,1,0
29170,12773,1,3,0
11272,12770,2,5,0
31270,12774,0,3,0
23910,12761,15,1,0
7922,12706,62,9,0
14280,12773,1,3,0
10780,12774,0,3,0
52783,12775,0,2,0
198682,12775,0,2,0
59123,12775,0,2,0
41368,12776,0,1,0
42331,12774,0,3,0
63931,12776,0,1,0
25542,12769,1,7,0
54826,12775,0,2,0
5786,12776,0,1,0
46160,12776,0,1,0
52848,12775,0,2,0
60975,12776,0,1,0
51154,12776,0,1,0
199349,12774,0,3,0
200052,12772,0,5,0
203552,12776,0,1,0
50957,12775,0,2,0
29117,12776,0,1,0
33895,12776,0,1,0
34270,12775,0,2,0
16966,12776,0,1,0
134671,12774,0,3,0
53355,12776,0,1,0
52604,12776,0,1,0
394968,12775,0,2,0
28940,12775,0,2,0
45808,12776,0,1,0
38536,12776,0,1,0
50716,12776,0,1,0
62904,12773,0,4,0
22964,12774,0,3,0
61160,12775,0,2,0
207150,12773,0,4,0
31590,12776,0,1,0
2621,12776,0,1,0
48960,12776,0,1,0
6503,12767,4,6,0
20804,12766,4,7,0
28296,12776,0,1,0
12935,12775,0,2,0
44124,12775,0,2,0
58329,12775,0,2,0
35543,12776,0,1,0
197500,12775,0,2,0
3354,12776,0,1,0
133062,12776,0,1,0
12036,12776,0,1,0
7412,12776,0,1,0
262757,12775,0,2,0
42189,12776,0,1,0
1341,12776,0,1,0
264908,12776,0,1,0
21321,12769,1,7,0
44944,12775,0,2,0
58326,12775,0,2,0
53597,12774,0,3,0
11714,12775,0,2,0
263655,12775,0,2,0
199880,12775,0,2,0
52760,12776,0,1,0
62116,12776,0,1,0
38716,12775,0,2,0
39040,12776,0,1,0
16967,12776,0,1,0
23089,12775,0,2,0
14554,12775,0,2,0
15723,12776,0,1,0
132142,12773,1,3,0
55430,12776,0,1,0
5692,12775,0,2,0
42366,12776,0,1,0
50317,12776,0,1,0
51955,12772,0,5,0
11693,12776,0,1,0
3209,12735,36,6,0
262719,12776,0,1,0
263434,12775,0,2,0
263473,12776,0,1,0
44395,12775,1,1,0
198313,12774,0,3,0
49223,12774,0,3,0
41352,12775,0,2,0
202847,12776,0,1,0
203020,12776,0,1,0
203376,12776,0,1,0
200999,12776,0,1,0
58923,12776,0,1,0
39596,12776,0,1,0
4657,12745,27,5,0
14454,12774,0,3,0
89,12776,0,1,0
9002,12550,213,12,2
52390,12776,0,1,0
17931,12774,0,3,0
262609,12775,0,2,0
327917,12775,0,2,0
51999,12776,0,1,0
393945,12776,0,1,0
262955,12776,0,1,0
41790,12775,0,2,0
2848,12776,0,1,0
135162,12776,0,1,0
39554,12776,0,1,0
6,12776,0,1,0
47442,12776,0,1,0
198446,12776,0,1,0
4686,12776,0,1,0
11372,12775,0,2,0
59949,12775,0,2,0
199470,12776,0,1,0
58239,12776,0,1,0
16354,12776,0,1,0
38511,12776,0,1,0
5524,12767,2,8,0
17434,12776,0,1,0
11608,12776,0,1,0
3303,12721,44,11,1
61826,12776,0,1,0
9063,12764,8,5,0
64245,12772,0,5,0
8677,12774,1,2,0
25577,12761,9,7,0
50273,12775,0,2,0
23634,12776,0,1,0
132692,12775,0,2,0
264353,12776,0,1,0
264418,12776,0,1,0
262995,12776,0,1,0
15965,12769,2,6,0
200083,12774,0,3,0
45292,12775,0,2,0
199837,12771,0,6,0
