asn,peer_count,provider_count,customer_count,sibling_count
49610,33402,0,1,0
44370,33402,0,1,0
36825,33400,0,3,0
25765,33399,0,4,0
43897,33402,0,1,0
40498,33396,2,3,2
41690,33396,0,7,0
1959,33402,0,1,0
19954,33401,0,2,0
33964,33401,0,2,0
616,33402,0,1,0
38670,33396,1,6,0
49840,33402,0,1,0
20746,33397,5,1,0
6522,33399,2,2,0
40486,33401,0,2,0
20815,33399,1,3,0
24103,33401,0,2,0
38682,33402,0,1,0
43382,33401,0,2,0
14750,33401,0,2,0
22298,33395,3,3,2
15251,33402,0,1,0
42940,33402,0,1,0
12951,33402,0,1,0
35316,33402,0,1,0
29643,33401,0,2,0
11531,33402,0,1,0
33455,33401,0,2,0
39310,33402,0,1,0
8250,33402,0,1,0
21563,33401,0,2,0
34029,33401,0,2,0
29235,33400,0,3,0
28804,33402,0,1,0
41892,33401,0,2,0
34192,33402,0,1,0
17271,33401,0,2,0
16331,33402,0,1,0
2646,33401,0,2,0
45939,33402,0,1,0
40859,33401,0,2,0
44549,33401,0,2,0
28597,33402,0,1,0
35106,33402,0,1,0
12957,33402,0,1,0
28858,33394,7,2,0
44969,33402,0,1,0
20245,33402,0,1,0
45491,33401,0,2,0
44253,33402,0,1,0
18557,33401,0,2,0
49242,33401,0,2,0
47356,33401,0,2,0
8986,33402,0,1,0
33231,33401,0,2,0
1956,33401,0,2,0
26550,33401,0,2,0
49225,33401,0,2,0
24279,33401,0,2,0
40334,33402,0,1,0
43476,33401,0,2,0
48230,33402,0,1,0
38039,33401,0,2,0
47995,33402,0,1,0
47539,33402,0,1,0
44359,33401,0,2,0
48763,33402,0,1,0
8758,33397,2,4,0
47725,33401,0,2,0
35030,33402,0,1,0
39296,33401,0,2,0
47692,33401,0,2,0
19851,33401,0,2,0
40886,33402,0,1,0
30624,33401,0,2,0
35888,33402,0,1,0
28623,33401,0,2,0
39405,33400,0,3,0
27374,33402,0,1,0
21333,33399,2,2,0
19455,33402,0,1,0
25388,33393,2,8,0
41648,33401,0,2,0
38966,33401,0,2,0
37893,33401,0,2,0
25276,33402,0,1,0
42612,33401,0,2,0
27940,33402,0,1,0
19750,33401,0,2,0
39885,33401,0,2,0
3918,33399,0,4,0
44963,33398,2,2,1
24608,33400,0,3,0
262687,33400,1,2,0
6255,33402,0,1,0
17200,33402,0,1,0
23562,33401,0,2,0
5783,33402,0,1,0
44990,33402,0,1,0
25164,33401,0,2,0
16031,33402,0,1,0
6612,33401,0,2,0
26076,33401,0,2,0
28557,33402,0,1,0
47134,33401,0,2,0
7997,33402,0,1,0
14106,33401,0,2,0
21966,33401,0,2,0
25703,33401,0,2,0
46154,33402,0,1,0
46780,33402,0,1,0
23224,33401,0,2,0
41417,33402,0,1,0
21222,33401,0,2,0
23671,33399,1,3,0
22684,33401,0,2,0
49539,33402,0,1,0
14423,33402,0,1,0
20882,33401,0,2,0
48168,33401,0,2,0
28274,33399,0,4,0
22637,33394,5,4,0
11915,33395,5,2,1
47142,33401,0,2,0
22043,33401,0,2,0
32482,33400,0,3,0
28889,33401,1,1,0
17206,33401,0,2,0
12392,33398,1,4,0
32535,33402,0,1,0
44697,33402,0,1,0
29451,33402,0,1,0
49919,33402,0,1,0
29137,33402,0,1,0
42091,33402,0,1,0
48440,33401,0,2,0
38042,33402,0,1,0
21720,33401,0,2,0
41028,33402,0,1,0
45379,33401,0,2,0
14451,33402,0,1,0
38518,33402,0,1,0
26147,33401,0,2,0
27597,33399,1,3,0
13961,33402,0,1,0
46122,33401,0,2,0
21453,33391,8,4,0
49522,33402,0,1,0
42689,33398,0,5,0
47029,33402,0,1,0
794,33399,0,4,0
8153,33390,3,10,0
8938,33385,15,3,0
46173,33402,0,1,0
31660,33402,0,1,0
