asn,peer_count,provider_count,customer_count,sibling_count
7539,653,1,1,0
226,654,0,1,0
13041,654,0,1,0
23912,654,0,1,0
12702,646,8,1,0
8970,654,0,1,0
16237,654,0,1,0
20312,654,0,1,0
12337,654,0,1,0
8195,654,0,1,0
5466,654,0,1,0
8758,654,0,1,0
2907,654,0,1,0
4685,654,0,1,0
23787,654,0,1,0
10569,654,0,1,0
1880,653,1,1,0
31103,654,0,1,0
8365,654,0,1,0
26943,652,1,2,0
8226,654,0,1,0
12414,654,0,1,0
17676,654,0,1,0
39854,654,0,1,0
17579,652,2,1,0
18288,654,0,1,0
20745,654,0,1,0
2914,620,32,2,1
3352,654,0,1,0
3263,654,0,1,0
18418,654,0,1,0
6182,654,0,1,0
16215,653,1,1,0
5408,653,1,1,0
1916,654,0,1,0
559,654,0,1,0
12353,654,0,1,0
19782,654,0,1,0
2611,654,0,1,0
19165,654,0,1,0
30947,654,0,1,0
5511,650,3,2,0
6695,654,0,1,0
35612,653,1,1,0
1200,654,0,1,0
2153,652,2,1,0
1221,652,1,2,0
15919,654,0,1,0
15598,654,0,1,0
12401,654,0,1,0
39122,654,0,1,0
18119,654,0,1,0
31246,654,0,1,0
7516,654,0,1,0
17527,654,0,1,0
8881,654,0,1,0
34225,653,2,0,0
29432,654,0,1,0
5568,651,2,2,0
35272,654,0,1,0
7684,654,0,1,0
513,654,0,1,0
8237,654,0,1,0
8447,651,2,2,0
2602,654,0,1,0
20794,654,0,1,0
19166,654,0,1,0
7500,654,0,1,0
20597,654,0,1,0
17934,654,0,1,0
18015,654,0,1,0
2549,654,0,1,0
15623,654,0,1,0
30653,654,0,1,0
34771,653,1,1,0
12874,654,0,1,0
24875,654,0,1,0
18126,654,0,1,0
23541,654,0,1,0
29216,654,0,1,0
22166,654,0,1,0
284,647,6,2,0
9327,654,0,1,0
4717,654,0,1,0
23911,651,3,1,0
4788,654,0,1,0
8299,654,0,1,0
2603,649,4,2,0
4716,648,5,2,0
5602,654,0,1,0
16034,654,0,1,0
34138,651,2,2,0
8246,654,0,1,0
15296,655,0,0,0
24490,652,2,1,0
8121,653,1,1,0
9583,654,0,1,0
5609,653,1,1,0
20718,654,0,1,0
29208,654,0,1,0
5417,654,0,1,0
8674,653,1,1,0
719,654,0,1,0
23596,654,0,1,0
12853,654,0,1,0
6453,628,26,1,0
6175,625,28,2,0
1881,654,0,1,0
81,654,0,1,0
28855,654,0,1,0
3221,654,0,1,0
25484,654,0,1,0
1752,635,18,2,0
17846,654,0,1,0
35425,654,0,1,0
38083,654,0,1,0
1930,654,0,1,0
2852,654,0,1,0
12008,654,0,1,0
7521,654,0,1,0
18422,654,0,1,0
35706,654,0,1,0
31424,654,0,1,0
23889,654,0,1,0
12931,654,0,1,0
9844,654,0,1,0
